Folder,Station,Latitude,Longitude,RecordLen_Hours,StartDate,EndDate,PC_missing_original,PC_missing_qcd,PC_removed,rain_original,rain_qcd,PC_rain_removed,QC_NYears_Q95_EQ_0,QC_NYears_Q99_EQ_0,QC_NYears_K1_EQ_0,QC_NYears_K5_EQ_0,QC_NYears_K10_EQ_0,QC_UnevenDist_DaysOfWeek,QC_UnevenDist_HoursOfDay,QC_NYears_IntermittencyIssues,QC_BreakPoint_PFlag,QC_BreakPoint_Magnitude,QC_NYears_R99pTOT_GT_50PC,QC_NYears_PRCPTOT_GT_50PC,QC_NYears_MinValChanges,QC_PC_HourlyNeighbours_HighFlag,QC_PC_HourlyNeighboursDry_HighFlag,QC_PC_DailyNeighbours_HighFlag,QC_PC_DailyNeighboursDry_HighFlag,QC_PC_HourlyNeighbours_LowerFlag,QC_PC_HourlyNeighboursDry_LowerFlag,QC_PC_DailyNeighbours_LowerFlag,QC_PC_DailyNeighboursDry_LowerFlag,QC_PC_MonthlyNeighbours_GT25PC_LE100PC_MOD,QC_PC_MonthlyNeighbours_LowTotal,QC_PC_MonthlyNeighbours_HighTotal,QC_PC_MonthlyNeighbours_HighTotal_ClimatologyOnly,QC_Num_WorldRecord_LE50PC,QC_Num_WorldRecord_GT50PC,QC_PC_Rx1day_LE50PC,QC_PC_Rx1day_GT50PC,QC_PC_CDD,QC_PC_DailyAccumulations,QC_PC_MonthlyAccumulations,QC_PC_Streaks,QC_PC_FactorMonthly,PC_Daily&MonthlyAccumulations,PC_DailyAccumulations_&_Rx1day,PC_Rx1day_&_HourlyNeighbours,PC_Rx1day_&_WorldRecordAll,PC_Rx1day_&_WorldRecordAll_&_HourlyNeighbours,PC_WorldRecordAll_&_HourlyNeighbours,PC_HourlyNeighbours_&_HourlyNeighboursDry,TotalRain,PC_rain_HourlyNeighbours,PC_rain_HourlyNeighboursDry,PC_rain_DailyNeighbours,PC_rain_DailyNeighboursDry,PC_rain_MonthlyNeighbours_GT25PC_LE100PC_MOD,PC_rain_MonthlyNeighbours_LowTotal,PC_rain_MonthlyNeighbours_HighTotal,PC_rain_MonthlyNeighbours_HighTotal_ClimatologyOnly,Rain_WorldRecord_LE50PC,Rain_WorldRecord_GT50PC,PC_rain_Rx1day_LE50PC,PC_rain_Rx1day_GT50PC,PC_rain_CDD,PC_rain_DailyAccumulations,PC_rain_MonthlyAccumulations,PC_rain_Streaks,PC_rain_FactorMonthly,PC_rain_Daily&MonthlyAccumulations,PC_rain_DailyAccumulations_&_Rx1day,PC_rain_Rx1day_&_HourlyNeighbours,PC_rain_Rx1day_&_WorldRecordAll,PC_rain_Rx1day_&_WorldRecordAll_&_HourlyNeighbours,PC_rain_WorldRecordAll_&_HourlyNeighbours,PC_rain_HourlyNeighbours_&_HourlyNeighboursDry
NED,ams14,52.38318,4.72664,18264,01/05/2016 01:00,01/06/2018 00:00,1.0622,1.0622,0,1698.113,1698.113,0,0,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,1698.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33902,0,0,0,0,0,0,0,0,0,0
NED,ams15,52.2609,4.72948,18264,01/05/2016 01:00,01/06/2018 00:00,6.80574,6.81669,0.01095,1356.935,1334.614,1.64496,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0.13141,3.28515,0,0,0.39422,0,0,0,0,0,0,0,0,0,0,0,0,0.26281,0,0,0,0,0,0,0,0,0,0,1334.614,0.17406,0,0,0,0,0,0,0,0,0,0,0,0,0.94597,0,0,0,0,0,0,0,0,0,0
NED,ams16,52.37954,4.74437,18264,01/05/2016 01:00,01/06/2018 00:00,52.04774,52.05869,0.01095,2952.634,1234.523,58.18909,1,0,0,0,0,0,0,2,-999,nan,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00548,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,1234.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49906,0,0,0,0,0,0,0,0,0,0
NED,ams17,52.37422,4.74641,18264,01/05/2016 01:00,01/06/2018 00:00,1.05125,1.05125,0,1328.049,1328.049,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39422,0,0,0,0,0,0,0,0,0,0,1328.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60081,0,0,0,0,0,0,0,0,0,0
NED,ams18,52.38583,4.7501,18264,01/05/2016 01:00,01/06/2018 00:00,5.9516,5.9516,0,1725.585,1725.585,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52562,0,0,0,0,0,0,0,0,0,0,1725.585,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86713,0,0,0,0,0,0,0,0,0,0
NED,ams19,52.35162,4.75687,18264,01/05/2016 01:00,01/06/2018 00:00,3.04424,3.10994,0.0657,1367.035,1316.232,3.71629,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0.26281,0,0,0,0.39422,0,0,0,0,0,0,0,0,0,0,0,0,0.26281,0,0,0,0,0,0,0,0,0,0,1316.232,0.22253,0,0,0,0,0,0,0,0,0,0,0,0,1.23542,0,0,0,0,0,0,0,0,0,0
NED,ams2,52.30204,4.67494,18264,01/05/2016 01:00,01/06/2018 00:00,11.94152,11.94152,0,1487.023,1487.023,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,1487.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44828,0,0,0,0,0,0,0,0,0,0
NED,ams20,52.27628,4.76169,18264,01/05/2016 01:00,01/06/2018 00:00,23.59834,23.59834,0,1205.132,1205.132,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,0.52562,0,0,0,0,0,0,0,0,0,0,1205.132,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25712,0,0,0,0,0,0,0,0,0,0
NED,ams21,52.25582,4.7631,18264,01/05/2016 01:00,01/06/2018 00:00,5.76544,5.76544,0,1776.085,1776.085,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44547,0,0,0,0,0,0,0,0,0,0,1776.085,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18937,0,0,0,0,0,0,0,0,0,0
NED,ams22,52.43209,4.77927,18264,01/05/2016 01:00,01/06/2018 00:00,0.21353,0.21353,0,1488.336,1488.336,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,0.65703,0,0,0,0,0,0,0,0,0,0,1488.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47503,0,0,0,0,0,0,0,0,0,0
NED,ams23,52.34437,4.78131,18264,01/05/2016 01:00,01/06/2018 00:00,0.11498,0.11498,0,1896.376,1896.376,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52562,0,0,0,0,0,0,0,0,0,0,1896.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71368,0,0,0,0,0,0,0,0,0,0
NED,ams24,52.27914,4.78343,18264,01/05/2016 01:00,01/06/2018 00:00,4.98795,4.98795,0,1989.192,1989.44034,0.01248,0,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,0.26281,0,0,0,0,0,0,0,0,0,0,1989.44034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01177,0,0,0,0,0,0,0,0,0,0
NED,ams25,52.36049,4.78977,18264,01/05/2016 01:00,01/06/2018 00:00,0.93079,0.93079,0,708.616,708.616,0,1,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26281,0,0,0,0,0,0,0,0,0,0,708.616,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65336,0,0,0,0,0,0,0,0,0,0
NED,ams26,52.27778,4.7951,18264,01/05/2016 01:00,01/06/2018 00:00,0.33947,0.33947,0,1503.89,1503.89,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,0.52562,0,0,0,0,0,0,0,0,0,0,1503.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10074,0,0,0,0,0,0,0,0,0,0
NED,ams27,52.37935,4.80229,18264,01/05/2016 01:00,01/06/2018 00:00,0.25734,0.25734,0,1542.472,1542.472,0,0,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0.26281,2.1025,0,0,0,0,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,1542.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39942,0,0,0,0,0,0,0,0,0,0
NED,ams28,52.35543,4.80536,18264,01/05/2016 01:00,01/06/2018 00:00,0.20258,0.20258,0,1568.126,1568.126,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,0.39422,0,0,0,0,0,0,0,0,0,0,1568.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56679,0,0,0,0,0,0,0,0,0,0
NED,ams29,52.43359,4.80549,18264,01/05/2016 01:00,01/06/2018 00:00,15.20477,28.21397,13.0092,1484.397,1447.431,2.4903,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0.13141,11.69514,0,0,0.39422,0,0,0,0,0,0,0,0,0,0,0,12.9654,0.39422,0,0,0,0,0,0,0,0,0,0,1447.431,0.16747,0,0,0,0,0,0,0,0,0,0,0,0,0.57916,0,0,0,0,0,0,0,0,0,0
NED,ams3,52.30843,4.67727,18264,01/05/2016 01:00,01/06/2018 00:00,1.39071,1.39071,0,1461.987,1462.30982,0.02208,0,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0.26281,0,0,0,0,0,0,0,0,0,0,0,0,0.65703,0,0,0,0,0,0,0,0,0,0,1462.30982,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96052,0,0,0,0,0,0,0,0,0,0
NED,ams30,52.35529,4.80853,18264,01/05/2016 01:00,01/06/2018 00:00,0.88152,0.88152,0,1457.531,1457.531,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39422,0,0,0,0,0,0,0,0,0,0,1457.531,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37898,0,0,0,0,0,0,0,0,0,0
NED,ams31,52.35273,4.80871,18264,01/05/2016 01:00,01/06/2018 00:00,0.76654,0.76654,0,1752.754,1752.754,0,0,0,0,0,0,0,0,2,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26281,0,0,0,0,0,0,0,0,0,0,1752.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95079,0,0,0,0,0,0,0,0,0,0
NED,ams32,52.34568,4.80967,18264,01/05/2016 01:00,01/06/2018 00:00,0.01643,0.01643,0,1060.904,1060.904,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26281,0,0,0,0,0,0,0,0,0,0,1060.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01904,0,0,0,0,0,0,0,0,0,0
NED,ams33,52.35593,4.81539,18264,01/05/2016 01:00,01/06/2018 00:00,49.5346,49.5346,0,684.477,684.477,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,684.477,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01815,0,0,0,0,0,0,0,0,0,0
NED,ams34,52.27835,4.81592,18264,01/05/2016 01:00,01/06/2018 00:00,7.0795,7.0795,0,1502.274,1502.274,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,0.52562,0,0,0,0,0,0,0,0,0,0,1502.274,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12276,0,0,0,0,0,0,0,0,0,0
NED,ams35,52.27971,4.81805,18264,01/05/2016 01:00,01/06/2018 00:00,11.96343,11.96343,0,1446.605,1446.51306,0.00636,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,2.1025,0,0,0,0,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,1446.51306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5153,0,0,0,0,0,0,0,0,0,0
NED,ams36,52.28312,4.82096,18264,01/05/2016 01:00,01/06/2018 00:00,85.68769,85.68769,0,162.757,162.77954,0.01385,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,162.77954,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82805,0,0,0,0,0,0,0,0,0,0
NED,ams37,52.43689,4.82395,18264,01/05/2016 01:00,01/06/2018 00:00,33.94656,33.94656,0,1062.621,1062.621,0,0,0,0,0,0,0,0,3,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,1062.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70336,0,0,0,0,0,0,0,0,0,0
NED,ams38,52.43183,4.83025,18264,01/05/2016 01:00,01/06/2018 00:00,0.94174,1.47284,0.5311,2641.756,1847.391,30.06958,0,0,0,0,0,0,0,0,-999,nan,2,0,0,0,1.97109,0,0,0,0,0,0,0,0,0,0,0,0,0.26281,0.26829,0,0.52562,0,0,0,0,0.07118,0,0,0,0,0,1847.391,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8613,0,0,0,0,0,0,0,0,0,0
NED,ams39,52.28069,4.83139,18264,01/05/2016 01:00,01/06/2018 00:00,4.8894,4.8894,0,1337.038,1337.038,0,0,0,0,0,0,0,0,2,-999,nan,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,0.52562,0,0,0,0,0,0,0,0,0,0,1337.038,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49569,0,0,0,0,0,0,0,0,0,0
NED,ams4,52.34601,4.67755,18264,01/05/2016 01:00,01/06/2018 00:00,29.48971,29.48971,0,1299.264,1299.264,0,0,0,0,0,0,0,0,2,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams40,52.29268,4.83822,18264,01/05/2016 01:00,01/06/2018 00:00,47.42116,47.42116,0,701.748,701.748,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,701.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93552,0,0,0,0,0,0,0,0,0,0
NED,ams41,52.38766,4.84073,18264,01/05/2016 01:00,01/06/2018 00:00,90.91656,99.08016,8.1636,18.281,17.776,2.76243,2,1,0,1,1,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04468,0,0,0,0,0,0,0,0,0,0,0,17.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams42,52.36617,4.84121,18264,01/05/2016 01:00,01/06/2018 00:00,11.81559,11.81559,0,2282.701,2282.701,0,0,0,0,0,0,0,0,3,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65703,0,0,0,0,0,0,0,0,0,0,2282.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8185,0,0,0,0,0,0,0,0,0,0
NED,ams43,52.31556,4.84439,18264,01/05/2016 01:00,01/06/2018 00:00,8.28406,8.32786,0.0438,1605.597,765.277,52.33692,0,0,0,0,0,0,0,2,-999,nan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03833,0,0.52562,0,0,0,0,0,0,0,0,0,0,765.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05279,0,0,0,0,0,0,0,0,0,0
NED,ams44,52.35615,4.84575,18264,01/05/2016 01:00,01/06/2018 00:00,42.3675,42.3675,0,809.919,809.919,0,0,0,0,0,0,0,0,3,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams45,52.35368,4.84661,18264,01/05/2016 01:00,01/06/2018 00:00,97.14739,97.14739,0,24.038,24.038,0,1,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams46,52.35676,4.84722,18264,01/05/2016 01:00,01/06/2018 00:00,96.85173,96.85173,0,83.729,83.729,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams47,52.34474,4.85252,18264,01/05/2016 01:00,01/06/2018 00:00,34.06702,34.06702,0,1112.111,1112.111,0,0,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams48,52.34478,4.85283,18264,01/05/2016 01:00,01/06/2018 00:00,62.12768,62.12768,0,1044.744,1044.744,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams49,52.32434,4.85752,18264,01/05/2016 01:00,01/06/2018 00:00,52.84166,52.84166,0,723.867,723.867,0,0,0,0,0,0,0,0,2,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams5,52.31857,4.67859,18264,01/05/2016 01:00,01/06/2018 00:00,21.22208,21.22208,0,1284.215,1284.215,0,0,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26281,0,0,0,0,0,0,0,0,0,0,1284.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02359,0,0,0,0,0,0,0,0,0,0
NED,ams50,52.31169,4.86179,18264,01/05/2016 01:00,01/06/2018 00:00,3.8272,3.8272,0,1217.959,1217.959,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0.13141,2.1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams51,52.37437,4.8619,18264,01/05/2016 01:00,01/06/2018 00:00,55.14674,55.14674,0,1030.301,1030.301,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26281,0,0,0,0,0,0,0,0,0,0,1030.301,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48025,0,0,0,0,0,0,0,0,0,0
NED,ams52,52.32674,4.86446,18264,01/05/2016 01:00,01/06/2018 00:00,4.93868,4.93868,0,1465.308,1465.308,0,0,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,1.44547,0,0,0,0,0,0,0,0,0,0,1465.308,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27461,0,0,0,0,0,0,0,0,0,0
NED,ams53,52.31161,4.86624,18264,01/05/2016 01:00,01/06/2018 00:00,0.00548,0.00548,0,1480.155,1480.155,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0.26281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams54,52.36862,4.86642,18264,01/05/2016 01:00,01/06/2018 00:00,3.96408,3.96408,0,1665.692,1665.692,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,0.26281,0,0,0,0,0,0,0,0,0,0,1665.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84283,0,0,0,0,0,0,0,0,0,0
NED,ams55,52.3653,4.86822,18264,01/05/2016 01:00,01/06/2018 00:00,0.52015,0.52015,0,1426.928,1426.928,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,1426.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40345,0,0,0,0,0,0,0,0,0,0
NED,ams56,52.31142,4.87009,18264,01/05/2016 01:00,01/06/2018 00:00,36.11476,36.39947,0.28471,978.502,970.58553,0.80904,0,0,0,0,1,0,0,2,-999,nan,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970.58553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams57,52.33606,4.87242,18264,01/05/2016 01:00,01/06/2018 00:00,31.09396,31.09396,0,903.041,903.041,0,0,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams58,52.36694,4.87466,18264,01/05/2016 01:00,01/06/2018 00:00,51.80683,51.80683,0,1157.763,1157.763,0,0,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39422,0,0,0,0,0,0,0,0,0,0,1157.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63683,0,0,0,0,0,0,0,0,0,0
NED,ams59,52.34567,4.87657,18264,01/05/2016 01:00,01/06/2018 00:00,6.45532,6.45532,0,537.623,537.623,0,1,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,537.623,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08529,0,0,0,0,0,0,0,0,0,0
NED,ams6,52.29778,4.6786,18264,01/05/2016 01:00,01/06/2018 00:00,9.63644,9.63644,0,1799.271,1799.46658,0.01087,0,0,0,0,0,0,0,2,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65703,0,0,0,0,0,0,0,0,0,0,1799.46658,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49924,0,0,0,0,0,0,0,0,0,0
NED,ams60,52.36187,4.87792,18264,01/05/2016 01:00,01/06/2018 00:00,41.2615,41.2615,0,869.509,869.509,0,0,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,0.39422,0,0,0,0,0,0,0,0,0,0,869.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78987,0,0,0,0,0,0,0,0,0,0
NED,ams61,52.37742,4.87794,18264,01/05/2016 01:00,01/06/2018 00:00,41.70499,76.15528,34.45028,154.429,154.429,0,2,1,1,1,1,0,0,1,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.07797,0,0,0,0,0,0,0,0,0,0,0,154.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams62,52.35444,4.87899,18264,01/05/2016 01:00,01/06/2018 00:00,60.27705,60.27705,0,768.812,768.812,0,0,0,0,0,0,0,0,2,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13141,0,0,0,0,0,0,0,0,0,0,768.812,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30058,0,0,0,0,0,0,0,0,0,0
NED,ams63,52.3766,4.88051,18264,01/05/2016 01:00,01/06/2018 00:00,0.01643,0.01643,0,1135.846,1135.846,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39422,0,0,0,0,0,0,0,0,0,0,1135.846,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06705,0,0,0,0,0,0,0,0,0,0
NED,ams64,52.30656,4.88236,18264,01/05/2016 01:00,01/06/2018 00:00,61.60753,61.60753,0,679.629,679.629,0,1,0,0,0,0,0,0,2,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams65,52.34712,4.88541,18264,01/05/2016 01:00,01/06/2018 00:00,24.35392,24.35392,0,1071.206,1071.206,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52562,0,0,0,0,0,0,0,0,0,0,1071.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05657,0,0,0,0,0,0,0,0,0,0
NED,ams66,52.34715,4.88565,18264,01/05/2016 01:00,01/06/2018 00:00,76.659,76.659,0,356.429,356.429,0,0,0,0,0,0,0,0,0,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,ams67,52.36432,4.88635,18264,01/05/2016 01:00,01/06/2018 00:00,46.99956,46.99956,0,520.453,520.453,0,0,0,0,0,0,0,0,1,-999,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
